img	caption	sentence
40026-brothe09.jpg	a woman standing in front of a wall with a painting on it	a woman stand in front of a wall with a painting on it
19908-06henry8.jpg	a man wearing a red shirt and a tie	a man wear a red shirt and a tie
34401-louisxiv.jpg	a man standing next to a brown horse	a man stand next to a brown horse
31409-3adorat.jpg	a group of people standing in front of a building	a group of people stand in front of a building
22538-2assump1.jpg	a group of people standing around a stone wall	a group of people stand around a stone wall
13726-rosso.jpg	a clock on a wall in a room	a clock on a wall in a room
39300-02ceilin.jpg	a man laying in a bed with a child	a man lay in a bed with a child
09070-babel.jpg	a group of people standing in front of a building	a group of people stand in front of a building
08479-portpope.jpg	a man in a red hat using a laptop	a man in a red hat use a laptop
26593-08_3ce8.jpg	a couple of people that are laying down	a couple of people that are lay down
06013-regents.jpg	a group of people sitting around a couch	a group of people sit around a couch
31095-2proce01.jpg	a group of people standing next to each other	a group of people stand next to each other
34050-2renoi30.jpg	a woman sitting next to a girl in a chair	a woman sit next to a girl in a chair
05080-port_wom.jpg	a woman in a red dress and a tie	a woman in a red dress and a tie
02483-2busts3.jpg	a woman wearing a hat and a black dress	a woman wear a hat and a black dress
22199-04chess.jpg	a group of people standing next to each other	a group of people stand next to each other
33338-genius.jpg	a group of people standing on top of elephants	a group of people stand on top of elephants
40265-organ_1.jpg	a black and white photo of a man and a statue	a black and white photo of a man and a statue
34475-1virgin.jpg	a group of people sitting on top of a building	a group of people sit on top of a building
26732-lu14ami.jpg	an old picture of a woman and a woman	an old picture of a woman and a woman
23508-annuncia.jpg	a woman standing next to a stone wall	a woman stand next to a stone wall
42325-agony_ga.jpg	a couple of women sitting on top of a couch	a couple of women sit on top of a couch
43085-estuary.jpg	a boat that is floating in the water	a boat that is float in the water
07174-canal218.jpg	an old church with a castle in the background	an old church with a castle in the background
09303-vanitas9.jpg	a stack of books sitting on top of a table	a stack of books sit on top of a table
19032-italland.jpg	a body of water next to a forest filled with trees	a body of water next to a forest filled with trees
37110-scene23.jpg	a group of people standing in front of a window	a group of people stand in front of a window
01072-david1.jpg	a woman standing on top of a bed with sheep	a woman stand on top of a bed with sheep
22311-02beerga.jpg	a group of people sitting around a wooden bench	a group of people sit around a wooden bench
36769-diptych3.jpg	a statue of a shirtless man in the dark	a statue of a shirtless man in the dark
40900-11lament.jpg	a group of people standing next to each other	a group of people stand next to each other
39275-2cana.jpg	a large group of people in a room	a large group of people in a room
31430-05portu.jpg	a large display of people in a building	a large display of people in a building
39465-05joseph.jpg	an old photo of a woman in a <unk>	an old photo of a woman in a < unk >
41979-farnese.jpg	a large house with a tree in front of it	a large house with a tree in front of it
31080-3anton10.jpg	a couple of women standing next to each other	a couple of women stand next to each other
39685-09grima0.jpg	a group of people standing next to a statue	a group of people stand next to a statue
30938-stillif2.jpg	a close up of a bowl of fruit on a table	a close up of a bowl of fruit on a table
37887-virgin_c.jpg	a group of people standing in a room	a group of people stand in a room
32168-isabella.jpg	a close up of a person wearing a costume	a close up of a person wear a costume
18898-stanthon.jpg	a man reading a book on a bed	a man read a book on a bed
23912-wed_cana.jpg	a group of people standing around a table	a group of people stand around a table
22936-03tailor.jpg	a black and white photo of people sitting on a couch	a black and white photo of people sit on a couch
23013-queenmar.jpg	a woman in a red dress holding a book	a woman in a red dress hold a book
44666-firenze1.jpg	a large building with people walking around it	a large building with people walk around it
35251-3madenth.jpg	a group of people sitting on a stage	a group of people sit on a stage
10504-ascoli.jpg	a large building with a painting on it	a large building with a painting on it
30165-parrots.jpg	a bunch of birds that are sitting in a window	a bunch of birds that are sit in a window
14208-medici.jpg	a large group of people standing in a building	a large group of people stand in a building
22750-1selfpor.jpg	a black and white photo of a woman sitting on a bed	a black and white photo of a woman sit on a bed
39986-1misc09.jpg	a statue of a man wearing a hat and a hat	a statue of a man wear a hat and a hat
04406-bacchant.jpg	a couple of people laying on top of a bed	a couple of people lay on top of a bed
25257-madonna1.jpg	a group of people sitting next to each other	a group of people sit next to each other
26376-river_la.jpg	a couple of people standing next to a tree	a couple of people stand next to a tree
03815-098ecsta.jpg	a man standing next to a stone wall	a man stand next to a stone wall
16587-2pitti.jpg	a large stone building with a painting on the wall	a large stone building with a painting on the wall
27101-man_pipe.jpg	a man wearing a hat and a tie	a man wear a hat and a tie
15336-wisdom.jpg	a painting of a man sitting on top of a bed	a painting of a man sit on top of a bed
23583-port_wom.jpg	a man in a suit and bow tie	a man in a suit and bow tie
41333-044virgi.jpg	a statue of a man sitting on a couch	a statue of a man sit on a couch
39734-01sisyph.jpg	a man with a beard and a brown shirt is holding a dog	a man with a beard and a brown shirt is hold a dog
36094-camillu1a.jpg	a painting of a cat laying on a bed	a painting of a cat lay on a bed
22927-00moros.jpg	a large building with a statue of statues on it	a large building with a statue of statues on it
25985-05nativi.jpg	a man and a woman standing next to each other	a man and a woman stand next to each other
22442-river_la.jpg	a group of people on a beach with horses	a group of people on a beach with horses
18297-1011grec.jpg	a close up of a person wearing a suit and tie	a close up of a person wear a suit and tie
28417-tavern.jpg	a group of people sitting in front of a building	a group of people sit in front of a building
37129-60portra.jpg	a man wearing a red hat with a hat on	a man wear a red hat with a hat on
37870-adoratio.jpg	a group of people standing next to each other	a group of people stand next to each other
08955-herring.jpg	a glass vase sitting on top of a table	a glass vase sit on top of a table
03654-skating.jpg	a large group of people walking across a river	a large group of people walk across a river
18064-09scene.jpg	a group of people standing next to a building	a group of people stand next to a building
09908-courb412.jpg	a large building with a mountain in the background	a large building with a mountain in the background
08974-vanitas0.jpg	a painting of a cow sitting on top of a table	a painting of a cow sit on top of a table
04745-landscap.jpg	a man standing in front of a small house	a man stand in front of a small house
